,players,BOARDWALK_owner,PARK LANE_owner,THE ZOO_owner,AQUARIUM_owner,PET SHOP_owner,TOY SHOP_owner,ROLLER COASTER_owner,FERRIS WHEEL_owner,SWIMMING POOL_owner,GO-KARTS_owner,LIBRARY_owner,MUSEUM_owner,ICE CREAM PARLOUR_owner,BAKERY_owner,PIZZA HOUSE_owner,TACO TRUCK_owner,notes,draw_win%,Little_T_REX_cash,Little_T_REX_pos,Little_T_REX_in_jail,Little_T_REX_get_out_of_jail,Little_T_REX_chance_move,Little_T_REX_bankrupt,Little_T_REX_win%,Little_T_REX_power,Little_Penguin_cash,Little_Penguin_pos,Little_Penguin_in_jail,Little_Penguin_get_out_of_jail,Little_Penguin_chance_move,Little_Penguin_bankrupt,Little_Penguin_win%,Little_Penguin_power,Little_Scottie_cash,Little_Scottie_pos,Little_Scottie_in_jail,Little_Scottie_get_out_of_jail,Little_Scottie_chance_move,Little_Scottie_bankrupt,Little_Scottie_win%,Little_Scottie_power
10,3,Little_Penguin,Little_Scottie,,Little_Scottie,Little_Scottie,,Little_T_REX,,Little_Scottie,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_Scottie,,Little_T_REX,Little_T_REX used a GET_OUT_OF_JAIL_CARD card. Little_T_REX drew a chance card: GET OUT OF JAIL FREE. Little_Penguin paid Little_Scottie rent of 2. Little_Scottie paid Little_T_REX rent of 3. ,0.0196,11,9,False,True,False,False,0.2544,21,2,11,False,True,False,False,0.002,8,13,14,False,False,False,False,0.724,28
11,3,Little_Penguin,Little_Scottie,,Little_Scottie,Little_Scottie,,Little_T_REX,,Little_Scottie,Little_T_REX,Little_T_REX,Little_T_REX,Little_Penguin,Little_Scottie,,Little_T_REX,Little_Penguin drew a chance card: MOVE FORWARD 1 OR TAKE ANOTHER. Little_Penguin picked a new card instead of moving forward. Little_Penguin drew a chance card: GET OUT OF JAIL FREE. ,0.0252,11,14,False,True,False,False,0.274,21,2,15,False,True,False,False,,8,13,19,False,False,False,False,0.7008,28
12,3,Little_Penguin,Little_Scottie,,Little_Scottie,Little_Scottie,,Little_T_REX,,Little_Scottie,Little_T_REX,Little_T_REX,Little_T_REX,Little_Scottie,Little_Scottie,,Little_T_REX,Little_T_REX paid Little_Scottie rent of 4. Little_Penguin paid Little_Scottie $2.$-1 remaining. Little_Penguin sold ICE CREAM PARLOUR to Little_Scottie. ,0.0264,7,19,False,True,False,False,0.132,17,0,17,False,True,False,False,,5,21,0,False,False,False,False,0.8416,37
13,3,Little_Penguin,Little_Scottie,,Little_Scottie,Little_Scottie,,Little_T_REX,,Little_Scottie,Little_T_REX,Little_T_REX,Little_T_REX,Little_Scottie,Little_Scottie,,Little_T_REX,Little_Penguin drew a chance card: GET OUT OF JAIL FREE. ,0.0316,9,1,False,True,False,False,0.1932,19,0,21,False,True,False,False,,5,21,6,False,False,False,False,0.7752,37
14,3,Little_Penguin,Little_Scottie,,Little_Scottie,Little_Scottie,,Little_T_REX,,Little_Scottie,Little_T_REX,Little_T_REX,Little_T_REX,Little_Scottie,Little_Scottie,,Little_T_REX,Little_Scottie drew a chance card: FREE SPACE ORANGE. Little_Scottie's destination is GO-KARTS. Little_Scottie paid Little_T_REX rent of 2. ,0.046,11,7,False,True,False,False,0.2576,21,0,23,False,True,False,False,,5,19,10,False,False,False,False,0.6964,35
15,3,Little_Penguin,Little_Scottie,,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,Little_T_REX,Little_Scottie,Little_T_REX,Little_T_REX,Little_T_REX,Little_Scottie,Little_Scottie,,Little_T_REX,Little_T_REX purchased FERRIS WHEEL from the Bank. Little_Scottie purchased TOY SHOP from the Bank. ,0.0348,8,13,False,True,False,False,0.1384,21,2,0,False,True,False,False,,7,16,16,False,False,False,False,0.8268,35
16,3,Little_Penguin,Little_Scottie,,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,Little_T_REX,Little_Scottie,Little_T_REX,Little_T_REX,Little_T_REX,Little_Scottie,Little_Scottie,,Little_T_REX,Little_T_REX went to jail by landing on a GO TO JAIL Space. Little_Scottie went to jail by landing on a GO TO JAIL Space. ,0.0464,8,6,True,True,False,False,0.2852,21,2,6,False,True,False,False,,7,16,6,True,False,False,False,0.6684,35
17,3,Little_Penguin,Little_Scottie,,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,Little_T_REX,Little_Scottie,Little_T_REX,Little_T_REX,Little_T_REX,Little_Scottie,Little_Scottie,,Little_T_REX,Little_T_REX used a GET_OUT_OF_JAIL_CARD card. Little_Penguin paid Little_Scottie rent of 2. Little_Scottie paid Little_T_REX rent of 4. ,0.0348,12,10,False,False,False,False,0.2912,25,0,11,False,True,False,False,,5,13,7,False,False,False,False,0.674,32
18,3,Little_Penguin,Little_Scottie,,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,Little_T_REX,Little_Scottie,Little_T_REX,Little_T_REX,Little_T_REX,Little_Scottie,Little_Scottie,,Little_T_REX,Little_T_REX paid Little_Scottie rent of 6. Little_Scottie paid Little_T_REX rent of 2. ,0.0228,8,16,False,False,False,False,0.1804,21,0,12,False,True,False,False,,5,17,10,False,False,False,False,0.7968,36
19,3,Little_Penguin,Little_Scottie,,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,Little_T_REX,Little_Scottie,Little_T_REX,Little_T_REX,Little_T_REX,Little_Scottie,Little_Scottie,,Little_T_REX,Little_T_REX went to jail by landing on a GO TO JAIL Space. Little_Penguin went to jail by landing on a GO TO JAIL Space. ,0.0204,8,6,True,False,False,False,0.188,21,0,6,True,True,False,False,,5,17,12,False,False,False,False,0.7916,36
20,3,Little_Scottie,Little_Scottie,,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,Little_T_REX,Little_Scottie,Little_T_REX,Little_T_REX,Little_T_REX,Little_Scottie,Little_Scottie,,Little_T_REX,Little_T_REX paid Little_Scottie rent of 2. Little_Penguin used a GET_OUT_OF_JAIL_CARD card. Little_Penguin paid Little_Scottie $0.$-2 remaining. Little_Penguin sold BOARDWALK to Little_Scottie. Little_Scottie paid Little_T_REX rent of 6. ,0.004,11,11,False,False,False,False,0.0864,24,3,11,False,False,False,False,,3,10,14,False,False,False,False,0.9096,34
21,3,Little_Scottie,Little_Scottie,,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,Little_T_REX,Little_Scottie,Little_T_REX,Little_T_REX,Little_T_REX,Little_Scottie,Little_Scottie,,Little_T_REX,Little_T_REX paid Little_Scottie rent of 6. Little_Scottie went to jail by landing on a GO TO JAIL Space. ,0.0008,5,17,False,False,False,False,0.0644,18,3,12,False,False,False,False,,3,16,6,True,False,False,False,0.9348,40
22,3,Little_Scottie,Little_Scottie,,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,Little_T_REX,Little_Scottie,Little_T_REX,Little_T_REX,Little_T_REX,Little_Scottie,Little_Scottie,,Little_T_REX,Little_T_REX went to jail by landing on a GO TO JAIL Space. Little_Penguin paid Little_T_REX $3.$-3 remaining. Little_Penguin is bankrupt. Little_Scottie paid Little_T_REX rent of 4. ,,12,6,True,False,False,False,0.2004,25,-3,13,False,False,False,True,,-3,11,8,False,False,False,False,0.7996,35
23,3,Little_Scottie,Little_Scottie,,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,Little_T_REX,Little_Scottie,Little_T_REX,Little_T_REX,Little_T_REX,Little_Scottie,Little_Scottie,,Little_T_REX,Little_Scottie paid Little_T_REX rent of 6. ,0.0028,17,7,False,False,False,False,0.3204,30,-3,13,False,False,False,True,,-3,5,13,False,False,False,False,0.6768,29
24,3,Little_Scottie,Little_Scottie,,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,Little_T_REX,Little_Scottie,Little_T_REX,Little_T_REX,Little_T_REX,Little_Scottie,Little_Scottie,,Little_T_REX,Little_T_REX drew a chance card: GET OUT OF JAIL FREE. ,0.0052,17,9,False,True,False,False,0.2692,30,-3,13,False,False,False,True,,-3,5,17,False,False,False,False,0.7256,29
25,3,Little_Scottie,Little_Scottie,,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,Little_T_REX,Little_Scottie,Little_T_REX,Little_T_REX,Little_T_REX,Little_Scottie,Little_Scottie,,Little_T_REX,Little_Scottie went to jail by landing on a GO TO JAIL Space. ,0.0056,17,10,False,True,False,False,0.3836,30,-3,13,False,False,False,True,,-3,5,6,True,False,False,False,0.6108,29
26,3,Little_Scottie,Little_Scottie,,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,Little_T_REX,Little_Scottie,Little_T_REX,Little_T_REX,Little_T_REX,Little_Scottie,Little_Scottie,,Little_T_REX,Little_T_REX drew a chance card: GET OUT OF JAIL FREE. Little_Scottie drew a chance card: GET OUT OF JAIL FREE. ,0.0048,17,15,False,True,False,False,0.3588,30,-3,13,False,False,False,True,,-3,4,9,False,True,False,False,0.6364,28
27,3,Little_Scottie,Little_Scottie,,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,Little_T_REX,Little_Scottie,Little_T_REX,Little_T_REX,Little_T_REX,Little_Scottie,Little_Scottie,,Little_T_REX,Little_T_REX paid Little_Scottie rent of 6. ,0.0004,11,16,False,True,False,False,0.1416,24,-3,13,False,False,False,True,,-3,10,11,False,True,False,False,0.858,34
28,3,Little_Scottie,Little_Scottie,,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,Little_T_REX,Little_Scottie,Little_T_REX,Little_T_REX,Little_T_REX,Little_Scottie,Little_Scottie,,Little_T_REX,Little_T_REX paid Little_Scottie rent of 4. ,0.004,7,19,False,True,False,False,0.0512,20,-3,13,False,False,False,True,,-3,14,17,False,True,False,False,0.9448,38
29,3,Little_Scottie,Little_Scottie,Little_T_REX,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,Little_T_REX,Little_Scottie,Little_T_REX,Little_T_REX,Little_T_REX,Little_Scottie,Little_Scottie,,Little_T_REX,Little_T_REX purchased THE ZOO from the Bank. ,0.0016,3,20,False,True,False,False,0.0784,20,-3,13,False,False,False,True,,-3,14,19,False,True,False,False,0.92,38
30,3,Little_Scottie,Little_Scottie,Little_T_REX,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,Little_T_REX,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,,Little_Scottie,Little_T_REX paid Little_Scottie $3.$-7 remaining. Little_T_REX sold TACO TRUCK to Little_Scottie. Little_T_REX sold GO-KARTS to Little_Scottie. Little_T_REX sold LIBRARY to Little_Scottie. Little_T_REX sold MUSEUM to Little_Scottie. ,,0,22,False,True,False,False,,10,-3,13,False,False,False,True,,-3,19,1,False,True,False,False,1.0,50
31,3,Little_Scottie,Little_Scottie,Little_T_REX,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,Little_T_REX,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,,Little_Scottie,Little_T_REX paid Little_Scottie rent of 2. Little_Scottie drew a chance card: GET OUT OF JAIL FREE. ,,0,4,False,True,False,False,,10,-3,13,False,False,False,True,,-3,21,3,False,True,False,False,1.0,52
32,3,Little_Scottie,Little_Scottie,Little_T_REX,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,Little_T_REX,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,,Little_Scottie,Little_T_REX drew a chance card: ADVANCE TO GO. ,,2,0,False,True,False,False,,12,-3,13,False,False,False,True,,-3,21,7,False,True,False,False,1.0,52
33,3,Little_Scottie,Little_Scottie,Little_T_REX,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,Little_T_REX,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,,Little_Scottie,Little_Scottie paid Little_T_REX rent of 6. ,,8,6,False,True,False,False,,18,-3,13,False,False,False,True,,-3,15,13,False,True,False,False,1.0,46
34,3,Little_Scottie,Little_Scottie,Little_T_REX,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,,Little_Scottie,Little_T_REX drew a chance card: FREE SPACE PINK DARK BLUE. Little_T_REX's destination is PARK LANE. Little_T_REX paid Little_Scottie $8.$-2 remaining. Little_T_REX sold ROLLER COASTER to Little_Scottie. Little_Scottie drew a chance card: Little Ducky. ,,1,22,False,True,False,False,,8,-3,13,False,False,False,True,,-3,22,15,False,True,False,False,1.0,56
35,3,Little_Scottie,Little_Scottie,Little_T_REX,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,,Little_Scottie,Little_T_REX paid Little_Scottie rent of 2. Little_Scottie paid Little_T_REX rent of 4. ,,5,4,False,True,False,False,,12,-3,13,False,False,False,True,,-3,20,20,False,True,False,False,1.0,54
36,3,Little_Scottie,Little_Scottie,Little_T_REX,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_T_REX,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,,Little_Scottie,Little_T_REX paid Little_Scottie rent of 4. ,,1,8,False,True,False,False,,8,-3,13,False,False,False,True,,-3,26,1,False,True,False,False,1.0,60
37,3,Little_Scottie,Little_Scottie,Little_T_REX,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,,Little_Scottie,Little_T_REX paid Little_Scottie $1.$-3 remaining. Little_T_REX sold FERRIS WHEEL to Little_Scottie. Little_Scottie drew a chance card: GET OUT OF JAIL FREE. ,,0,11,False,True,False,False,,4,-3,13,False,False,False,True,,-3,27,3,False,True,False,False,1.0,64
38,3,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,Little_Scottie,,Little_Scottie,Little_T_REX paid Little_Scottie $0.$-6 remaining. Little_T_REX sold THE ZOO to Little_Scottie. Little_T_REX is bankrupt. ,,-2,13,False,True,False,True,,-2,-3,13,False,False,False,True,,-3,27,8,False,True,False,False,1.0,68
